Show,Sentiment,Review
Dr. Death,1,"With an ending that anyone could easily Google, Dr. Death still manages to keep you engaged to find out if Duntsch gets what is coming to him."
Dr. Death,0,"Duntsch never adds up to a character we can understand, and standing back and wondering just how far beyond our understanding some people can be doesn't fly as the takeaway for eight hours' worth of entertainment."
Weeds,0,"Pour one out to Showtime's Weeds, y'all. But not the good stuff. The show no longer deserves it."
Weeds,0,"The show had been through so many time jumps and location changes, it was hard to know which state or decade we were supposed to be in, and even harder to care."
Weeds,0,Almost completely misses.
Weeds,1,"The entire premiere was a win for Weeds, which has had a rough past few seasons. But if there's any time to get the show back on track, it is now -- just in time for a proper ending."
Weeds,0,"What was once a contained and quirky -- though sometimes dark -- comedy about a mess of a woman, has become a global disaster."
Weeds,0,I'm pretty sure there aren't drugs strong enough to get me to the bittersweet end of this series.
Weeds,1,"While I wouldn't say I'm optimistic about this season, the certainty of its place in Weeds' larger narrative makes it considerably more palatable."
Weeds,1,"Weeds does manage to maintain the dry humor that made it a hit to begin with, and this isn't the brand of listless cynicism we get from lesser comedy writers content to appear savvy and hip."
Weeds,1,"I'm all in for the final season, I'll do my best to keep an open mind, but perhaps Weeds and Nancy would have been best served if they were not revived."
Weeds,0,It felt like the Weeds finale could have been more focused and a bit more eventful.
Monk,1,There are many fabulous stand-alone episodes in season eight.
Monk,1,"It's the TV equivalent of comfort food, and there aren't many shows you can say that about anymore. Now there's one less."
Monk,1,Everything neatly wrapped up - just like Monk folding his laundry.
Monk,1,"I won't miss Monk all that terribly, but I will miss knowing that the show was out there, creating a safe haven for people who just wanted a few smiles on a Friday night."
Monk,1,The performance that Tony Shalhoub gave as a close-to-death Monk was simply amazing.
Monk,1,"Here's to you Mr. Monk, a small and steady light on an often blinding, hyperkinetic screen. In your own quiet way, you have changed our lives and you will be missed."
Monk,1,Monk slowly evolved from a tightly-constructed mystery show into a more entertaining character study.
Monk,1,"Like a great old band going for one final tour, the final season of Monk promises to play all the greatest hits and go out on a high note."
Monk,0,"So, in its final season, Monk stays close to the formula that made it successful, offering more of the same."
Monk,0,"The finale summed up the reasons why lots of people loved this series, and why I and other people thought it had all become repetitive and silly."
Monk,1,"A good balance for the final season, giving fans time to enjoy some of the typical, lighter mystery-of-the-week episodes and then wrapping the series up by tying together all of the loose ends with Monk and the other characters."
Covert Affairs,1,Please let there be a sixth season of Covert Affairs. I need to know if Annie wears a gun under her wedding dress.
Covert Affairs,1,"Episode 16 was for the most part, a low-key season finale. The writers did really well bringing a lot of stories to a potential close. It was a bit worrying that the wrap-up didn't kick in until the final 10 minutes."
Covert Affairs,1,"Full of implausibilities, but engaging all the same."
Covert Affairs,1,"This season of Covert Affairs is going to be the first one without a Henry Wilcox storyline, and I couldn't be happier."
Covert Affairs,1,"The evil terrorist forces of the world are obviously ready, considering the explosive nature of the episode."
Covert Affairs,1,"The season premiere was a well-paced introductory episode which effectively brought Annie back, while launching a new mystery and case."
Covert Affairs,1,[Annie's] assignment takes a twist that should keep the agency on edge for most of the season. I'm in.
Covert Affairs,1,"Not a bad start to Season 5, Covert Affairs. Not bad at all."
Treadstone,1,"Spy fun, but don't say the B-word."
Treadstone,1,"It's like a Jason Bourne movie squared, cubed and extruded every which way as this compelling new series takes Robert Ludlum's Bourne trilogy mythology to places it's never been."
Treadstone,0,It's all a clone of the same idea. [Full Review in Spanish]
Treadstone,0,Kring still hasn't figured out that momentum isn't the same thing as complexity...
Treadstone,0,"On a technical level, Treadstone has a lot going for it. The action quality is there. The bombastic energy is there. The espionage element is there. But, the show really needs to shed its unwillingness to be a part of the universe audiences know and love."
Treadstone,0,"Disappointing action spin-off is violent, has cursing."
Treadstone,0,"As spy dramas go, this one is better left out in the cold."
Treadstone,1,"It is fine for what it is, but nothing about it really justifies it's existence. You won't be bored watching Treadstone but you may not stick with it long enough to get the answers you seek."
Treadstone,1,"In Treadstone we have more distraction than emotional resonance, sold with the fantasy of precision-driven, expert violence. No doubt, this is a vintage approach. It also feels right for right now."
Treadstone,1,"I don't know how long an action series can keep this up, but the premiere, at least, is intense, mysterious, and oddly electrifying."
